Customer ID,PurchaseFrequency,TotalQuantity,TotalSpending,Cluster
13495.0,5,829,2044.8700000000001,0
13496.0,2,341,653.33,0
13497.0,2,163,348.05,0
13499.0,5,1365,1159.11,0
13500.0,3,609,1166.77,0
13501.0,1,560,1340.32,0
13502.0,3,264,292.0,0
13503.0,1,248,216.85,0
13504.0,1,178,295.93,0
13505.0,4,2486,4393.63,0
13506.0,2,324,458.52,0
13507.0,4,1597,2479.16,0
13508.0,1,24,110.97,0
13509.0,7,1106,979.72,0
13510.0,4,1386,1791.56,0
13512.0,1,143,251.21,0
13513.0,1,109,205.1,0
13514.0,1,40,152.20000000000002,0
13515.0,4,681,891.12,0
13516.0,3,985,1389.41,0
13517.0,3,1369,2128.42,0
13518.0,1,392,659.4399999999999,0
13519.0,1,23,122.75,0
13520.0,6,1649,3624.35,0
13521.0,3,736,1093.65,0
13522.0,1,44,125.80000000000001,0
13523.0,5,1752,3964.88,0
13524.0,5,324,680.1800000000001,0
13525.0,2,394,628.78,0
13527.0,7,1692,2287.51,0
13529.0,2,74,307.76,0
13531.0,2,174,483.8,0
13532.0,1,129,210.31,0
13533.0,3,204,270.79,0
13534.0,25,2961,5870.08,2
13536.0,7,2136,3448.29,0
13538.0,7,175,1280.85,0
13539.0,3,320,631.34,0
13544.0,2,127,291.41,0
13546.0,3,359,626.99,0
13548.0,2,441,682.41,0
13549.0,7,458,918.2,0
13551.0,1,12,91.80000000000001,0
13552.0,12,1417,3740.07,0
13555.0,4,2660,4149.28,0
13557.0,2,546,584.06,0
13558.0,4,344,605.06,0
13560.0,1,64,174.37,0
13561.0,1,83,141.85999999999999,0
13562.0,3,757,1799.33,0
13563.0,2,209,777.53,0
13564.0,3,661,1749.02,0
13565.0,2,172,240.22,0
13566.0,2,575,874.71,0
13568.0,1,70,192.85,0
13569.0,2,164,373.75,0
13570.0,1,161,239.49,0
13571.0,12,1759,2092.32,0
13572.0,1,534,1384.25,0
13573.0,2,303,294.4,0
13575.0,5,449,732.0699999999999,0
13576.0,18,2646,6717.34,2
13577.0,4,791,1687.6000000000001,0
13579.0,2,176,467.04,0
13581.0,1,30,118.0,0
13583.0,1,725,781.03,0
13584.0,1,37,142.4,0
13587.0,1,180,712.4,0
13588.0,9,2606,2478.95,0
13589.0,2,114,379.65,0
13590.0,6,1848,1981.92,0
13591.0,3,485,1117.13,0
13592.0,4,84,247.95999999999998,0
13593.0,5,731,2037.0800000000002,0
13594.0,1,359,396.97,0
13596.0,2,406,697.04,0
13598.0,1,58,180.17000000000002,0
13599.0,21,3294,5153.67,2
13600.0,1,324,219.52,0
13601.0,2,548,693.32,0
13602.0,1,267,428.89,0
13603.0,1,164,164.34,0
13606.0,3,279,280.53999999999996,0
13607.0,1,290,678.01,0
13610.0,7,516,1131.88,0
13611.0,3,766,1171.8,0
13614.0,4,570,1610.46,0
13615.0,1,189,417.69,0
13617.0,3,300,544.18,0
13618.0,1,246,177.34,0
13621.0,1,343,213.85,0
13623.0,5,294,747.78,0
13626.0,1,209,257.23,0
13627.0,5,1269,1638.47,0
13629.0,11,4372,7792.36,2
13630.0,7,1391,2031.78,0
13631.0,11,467,3070.42,0
13632.0,5,1037,2121.27,0
13634.0,5,704,1575.16,0
13635.0,1,677,1071.03,0
13636.0,5,592,949.12,0
13637.0,3,409,810.5,0
13638.0,1,93,122.64,0
13639.0,1,800,1033.34,0
13642.0,1,173,354.8,0
13643.0,3,273,519.44,0
13644.0,4,2067,2624.26,0
13645.0,1,158,252.1,0
13647.0,4,895,1678.1200000000001,0
13649.0,2,139,346.6,0
13650.0,6,922,1836.34,0
13651.0,2,33,94.2,0
13652.0,3,578,1095.08,0
13654.0,6,2182,2707.33,0
13655.0,2,605,932.97,0
13656.0,2,490,379.65,0
13657.0,2,209,382.14,0
13658.0,5,1019,2639.17,0
13659.0,2,894,1573.2,0
13662.0,3,543,897.76,0
13663.0,1,91,189.47,0
13666.0,3,41,84.65,0
13667.0,1,154,305.02,0
13668.0,21,3742,6363.59,2
13669.0,2,237,218.55,0
13670.0,1,282,349.7,0
13672.0,2,57,186.39000000000001,0
13673.0,2,119,396.92,0
13675.0,2,330,486.82000000000005,0
13678.0,1,924,232.6,0
13680.0,4,1936,3722.42,0
13681.0,4,360,827.83,0
13682.0,1,10,59.5,0
13684.0,1,39,67.23,0
13685.0,7,5056,3119.44,0
13686.0,1,70,72.0,0
13689.0,1,512,910.0,0
13690.0,1,67,172.25,0
13692.0,3,1226,1488.32,0
13694.0,50,63312,65039.62,1
13695.0,15,1603,2504.13,2
13697.0,1,177,151.29999999999998,0
13699.0,1,66,308.58000000000004,0
13700.0,10,2304,2265.12,0
13703.0,1,10,99.5,0
13704.0,9,1531,2308.06,0
13705.0,3,363,711.86,0
13706.0,1,189,330.79,0
13707.0,2,351,806.41,0
13708.0,1,306,296.88,0
13709.0,13,3516,6328.05,2
13710.0,1,176,180.48,0
13711.0,2,140,252.06,0
13712.0,1,352,228.84,0
13715.0,5,563,1079.34,0
13716.0,1,138,138.28,0
13717.0,6,1959,1445.01,0
13718.0,2,173,306.55,0
13719.0,5,609,1041.68,0
13720.0,4,501,799.9,0
13721.0,1,316,524.14,0
13722.0,3,1401,2375.41,0
13723.0,1,43,199.85000000000002,0
13725.0,8,806,1980.56,0
13726.0,2,1054,1079.6599999999999,0
13727.0,2,162,333.48,0
13728.0,6,458,1016.14,0
13730.0,2,488,752.6,0
13731.0,2,278,610.59,0
13732.0,1,498,491.86,0
13735.0,4,1130,2885.2400000000002,0
13736.0,2,497,731.9,0
13737.0,1,125,339.59999999999997,0
13739.0,1,54,216.9,0
13740.0,1,425,350.75,0
13741.0,3,218,668.4300000000001,0
13742.0,12,1124,3131.02,0
13743.0,7,1776,1341.6,0
13744.0,2,1249,1156.36,0
13745.0,1,496,300.04,0
13747.0,1,8,79.6,0
13748.0,5,439,948.25,0
13750.0,5,516,1647.26,0
13751.0,1,152,296.25,0
13752.0,6,876,1186.28,0
13753.0,1,512,741.26,0
13754.0,2,214,282.59999999999997,0
13755.0,9,1264,2161.35,0
13756.0,14,3188,5189.52,2
13758.0,7,1844,3190.55,0
13759.0,2,287,659.4100000000001,0
13760.0,2,197,286.79,0
13761.0,2,642,1070.65,0
13762.0,1,272,306.72,0
13763.0,1,728,1714.96,0
13764.0,3,932,1521.76,0
13767.0,37,7322,17220.36,2
13769.0,10,1163,2796.51,0
13771.0,4,1477,2634.45,0
13772.0,3,546,1132.13,0
13774.0,1,192,345.0,0
13777.0,33,12897,25977.16,2
13778.0,1,70,178.7,0
13780.0,2,318,360.01,0
13781.0,1,30,127.84,0
13782.0,6,371,912.0,0
13784.0,11,2493,2462.79,0
13786.0,1,136,230.39999999999998,0
13787.0,2,337,309.04,0
13790.0,1,748,348.8,0
13791.0,2,1200,1516.0,0
13792.0,2,92,195.55,0
13798.0,57,23948,37153.85,2
13799.0,2,402,688.86,0
13800.0,1,331,558.32,0
13801.0,1,168,324.8,0
13802.0,3,2572,4599.42,0
13803.0,1,121,277.07,0
13804.0,7,1498,2635.79,0
13805.0,2,1900,924.6,0
13806.0,1,56,256.38,0
13807.0,1,36,112.6,0
13808.0,5,782,1747.66,0
13809.0,1,29,155.05,0
13810.0,3,312,1499.01,0
13811.0,3,68,814.5,0
13812.0,3,333,539.0,0
13813.0,4,552,1366.8600000000001,0
13814.0,2,864,1579.12,0
13815.0,4,2560,4027.36,0
13816.0,2,269,571.6700000000001,0
13817.0,2,211,382.98,0
13819.0,3,1109,1140.35,0
13821.0,2,153,385.64,0
13822.0,2,611,632.0,0
13823.0,2,439,957.66,0
13824.0,5,768,1698.94,0
13826.0,1,82,189.5,0
13827.0,3,141,412.05,0
13828.0,1,311,209.49,0
13831.0,6,745,2202.99,0
13832.0,1,28,52.199999999999996,0
13833.0,1,118,384.8,0
13835.0,4,442,834.57,0
13837.0,2,183,271.24,0
13838.0,4,263,691.73,0
13841.0,1,100,85.0,0
13842.0,9,1768,3385.62,0
13844.0,1,196,361.62,0
13845.0,1,182,312.98,0
13846.0,3,388,865.0600000000001,0
13848.0,3,3700,1255.0,0
13849.0,2,1016,1537.95,0
13850.0,1,944,1595.48,0
13851.0,3,1705,2651.46,0
13853.0,1,312,1090.14,0
13854.0,25,2296,8109.5199999999995,2
13856.0,3,494,388.5,0
13858.0,1,75,216.17,0
13859.0,1,129,201.16,0
13860.0,5,591,1245.9,0
13862.0,8,1688,2209.36,0
13863.0,1,224,305.78,0
13865.0,4,204,501.56,0
13866.0,1,57,145.67000000000002,0
13867.0,3,513,1015.29,0
13868.0,2,1964,3192.54,0
13869.0,4,1721,3104.95,0
13870.0,8,1325,2770.94,0
13871.0,13,2806,6403.25,2
13873.0,3,140,389.6,0
13874.0,1,180,540.45,0
13875.0,5,1316,1786.79,0
13876.0,1,36,122.7,0
13877.0,1,108,117.24,0
13878.0,1,475,1281.53,0
13880.0,13,1842,3219.77,0
13881.0,20,10118,17159.52,2
13882.0,5,953,1191.13,0
13883.0,5,1436,2674.48,0
13884.0,5,300,787.6,0
13885.0,2,182,506.8,0
13886.0,1,126,243.56,0
13887.0,1,147,349.55,0
13888.0,2,258,605.63,0
13889.0,1,146,416.90000000000003,0
13890.0,10,831,1883.8100000000002,0
13892.0,4,983,632.97,0
13893.0,1,190,821.1,0
13894.0,3,354,564.62,0
13895.0,4,1365,2593.07,0
13897.0,1,200,311.16,0
13898.0,1,133,155.93,0
13899.0,2,156,388.52,0
13900.0,3,430,740.95,0
13901.0,5,1739,2867.2,0
13904.0,2,332,332.64,0
13908.0,4,1478,2369.55,0
13911.0,9,2731,2580.91,0
13914.0,2,380,626.45,0
13917.0,2,228,272.04,0
13918.0,2,1140,1212.8400000000001,0
13919.0,2,474,384.81,0
13922.0,1,93,172.25,0
13923.0,1,185,351.13,0
13924.0,6,1575,1838.8500000000001,0
13925.0,4,331,678.25,0
13926.0,1,104,223.85000000000002,0
13927.0,1,214,348.99,0
13928.0,4,129,464.57,0
13929.0,2,143,842.65,0
13930.0,2,274,337.34,0
13931.0,2,725,1237.53,0
13932.0,1,72,307.4,0
13933.0,2,205,608.7900000000001,0
13934.0,1,390,922.1,0
13936.0,1,330,376.58,0
13937.0,1,123,158.85,0
13938.0,1,70,71.66,0
13939.0,3,847,568.55,0
13940.0,4,516,839.14,0
13941.0,5,2364,5112.96,0
13946.0,3,443,561.5699999999999,0
13947.0,1,44,90.6,0
13948.0,1,40,102.0,0
13949.0,6,2474,2427.32,0
13950.0,4,323,745.06,0
13951.0,3,459,674.45,0
13952.0,2,1431,3251.071,0
13953.0,7,2724,3515.68,0
13954.0,2,150,439.92,0
13955.0,2,154,322.96,0
13956.0,5,491,1026.42,0
13959.0,3,357,598.2,0
13960.0,2,142,230.22,0
13962.0,2,87,169.55,0
13963.0,4,460,664.54,0
13967.0,1,42,80.7,0
13969.0,18,4542,9053.94,2
13971.0,8,1844,2758.26,0
13972.0,2,187,190.25,0
13973.0,1,109,264.7,0
13974.0,1,249,413.59000000000003,0
13975.0,6,1732,2526.28,0
13976.0,1,154,357.98,0
13978.0,2,315,196.79000000000002,0
13979.0,1,639,869.87,0
13980.0,1,172,200.14,0
13982.0,4,1136,1871.81,0
13983.0,12,1183,2603.43,0
13984.0,5,679,920.51,0
13985.0,15,3445,7060.13,2
13986.0,1,430,320.46,0
13988.0,6,3044,4147.96,0
13989.0,2,1313,1266.08,0
13990.0,1,190,311.3,0
13991.0,6,998,855.97,0
13992.0,1,64,76.8,0
13993.0,9,900,3466.36,0
13994.0,6,940,2313.14,0
13995.0,5,879,1393.69,0
13999.0,12,2243,3901.81,0
14000.0,1,710,635.66,0
14001.0,3,962,2043.0800000000002,0
14002.0,2,877,529.73,0
14004.0,7,2668,4582.64,0
14005.0,5,2478,2874.72,0
14006.0,3,641,962.19,0
14009.0,2,365,695.61,0
14012.0,1,160,328.8,0
14013.0,3,462,473.02,0
14014.0,1,1076,505.18,0
14015.0,1,378,917.34,0
14016.0,4,2125,4341.21,0
14019.0,3,1037,1421.61,0
14020.0,2,441,642.8,0
14021.0,3,192,631.9,0
14022.0,1,487,440.0,0
14023.0,2,345,584.07,0
14024.0,2,150,327.7,0
14027.0,1,62,104.82,0
14029.0,2,198,467.66,0
14030.0,8,1479,2360.09,0
14031.0,19,5788,17286.86,2
14032.0,11,2032,2975.59,0
14034.0,3,423,651.8199999999999,0
14035.0,5,739,1428.02,0
14036.0,1,268,626.65,0
14037.0,2,46,147.20000000000002,0
14038.0,3,965,1560.38,0
14039.0,1,92,152.2,0
14040.0,12,1554,3614.92,0
14041.0,1,94,141.41,0
14044.0,4,308,652.82,0
14045.0,4,535,1659.75,0
14046.0,1,460,154.99,0
14047.0,5,381,1308.6100000000001,0
14048.0,1,288,409.93,0
14049.0,4,3870,5681.72,0
14050.0,2,689,746.36,0
14051.0,23,3756,15610.390000000001,2
14052.0,1,89,225.36,0
14053.0,2,215,260.25,0
14054.0,1,62,92.46,0
14055.0,1,216,725.6400000000001,0
14056.0,23,4273,8214.65,2
14057.0,17,4876,6217.96,2
14059.0,1,128,183.6,0
14060.0,19,5386,6140.42,2
14062.0,12,5593,10464.85,2
14064.0,5,1788,1353.74,0
14066.0,1,45,152.55,0
14067.0,2,361,374.7,0
14068.0,1,73,265.85,0
14071.0,8,995,1438.82,0
14073.0,1,130,151.04,0
14075.0,3,754,942.26,0
14076.0,1,81,122.47,0
14077.0,5,268,499.41999999999996,0
14078.0,6,310,1049.37,0
14079.0,1,301,375.1,0
14080.0,1,48,45.599999999999994,0
14081.0,2,596,934.52,0
14082.0,1,110,182.25,0
14083.0,9,732,1018.43,0
14085.0,18,3184,4448.54,2
14087.0,1,251,194.42,0
14088.0,13,12665,50491.81,2
14089.0,1,134,161.0,0
14090.0,1,72,76.32000000000001,0
14092.0,14,2066,4076.91,2
14093.0,1,406,442.85,0
14096.0,17,16352,65164.79,2
14098.0,1,104,147.35,0
14099.0,11,2179,3104.17,0
14100.0,1,64,194.9,0
14101.0,6,6942,5976.79,0
14102.0,5,961,1360.28,0
14104.0,2,72,216.20999999999998,0
14105.0,1,800,1266.23,0
14107.0,7,1793,2703.23,0
14108.0,2,381,597.91,0
14109.0,1,88,144.2,0
14110.0,12,2445,5683.15,0
14111.0,4,458,692.85,0
14112.0,7,1651,2915.15,0
14113.0,4,745,1840.42,0
14114.0,2,101,386.53,0
14116.0,5,707,1382.74,0
14117.0,1,72,90.0,0
14121.0,4,2082,2780.15,0
14124.0,1,1618,419.58000000000004,0
14125.0,3,1640,2740.43,0
14126.0,3,508,706.1300000000001,0
14127.0,3,321,709.71,0
14128.0,2,564,637.5,0
14129.0,5,592,1123.8600000000001,0
14130.0,1,258,483.86,0
14132.0,11,3368,3586.0299999999997,0
14133.0,3,348,605.64,0
14135.0,15,3850,4690.31,2
14138.0,2,610,982.3800000000001,0
14139.0,1,510,415.82,0
14140.0,2,811,935.05,0
14141.0,4,355,915.13,0
14142.0,1,313,311.81,0
14143.0,1,30,115.8,0
14145.0,4,756,3742.2,0
14146.0,5,2437,4191.0,0
14147.0,2,108,483.4,0
14148.0,1,16,157.2,0
14149.0,1,218,446.62,0
14150.0,2,496,658.64,0
14152.0,2,711,621.29,0
14154.0,2,465,1345.62,0
14155.0,1,25,118.75,0
14156.0,55,57885,117379.63,1
14157.0,2,284,432.88,0
14158.0,1,781,507.66,0
14159.0,11,4408,4693.01,0
14161.0,3,455,1110.52,0
14162.0,2,142,289.36,0
14163.0,4,893,2445.91,0
14164.0,2,1033,1631.77,0
14165.0,1,54,122.53999999999999,0
14167.0,4,150,574.84,0
14171.0,1,167,363.79,0
14173.0,4,150,450.84,0
14174.0,1,94,134.46,0
14175.0,3,1515,3222.3,0
14176.0,4,209,576.9000000000001,0
14177.0,4,205,559.41,0
14178.0,7,1505,1620.93,0
14179.0,2,330,719.78,0
14180.0,25,719,4748.52,2
14184.0,1,127,452.89,0
14185.0,1,6,197.65,0
14188.0,6,1162,2054.36,0
14189.0,15,3937,4654.08,2
14191.0,13,3662,4684.76,2
14193.0,2,445,853.39,0
14194.0,21,5840,11349.52,2
14195.0,2,760,1012.0,0
14196.0,1,142,335.52,0
14198.0,4,290,701.4,0
14199.0,1,28,185.39999999999998,0
14201.0,7,590,747.44,0
14204.0,1,82,161.03,0
14205.0,2,204,466.7,0
14206.0,1,276,328.15999999999997,0
14208.0,1,114,151.74,0
14209.0,6,691,2073.43,0
14210.0,6,760,1905.8400000000001,0
14211.0,9,1242,2241.1,0
14212.0,1,1152,1070.48,0
14214.0,5,751,1004.38,0
14215.0,6,1358,1789.72,0
14216.0,4,594,1839.3,0
14217.0,17,689,2004.98,2
14218.0,1,160,169.48000000000002,0
14219.0,1,78,89.94,0
14220.0,2,272,632.4,0
14221.0,9,2191,3432.8,0
14222.0,1,607,683.17,0
14223.0,3,585,991.13,0
14224.0,4,514,1050.12,0
14226.0,5,1308,2232.19,0
14227.0,10,1820,3350.96,0
14229.0,3,610,1547.2,0
14231.0,3,409,925.71,0
14232.0,5,1941,2048.07,0
14233.0,4,680,1462.72,0
14234.0,4,963,775.46,0
14235.0,5,1959,3144.86,0
14236.0,2,310,490.86,0
14237.0,1,38,161.0,0
14238.0,1,111,146.85,0
14239.0,11,993,2380.85,0
14240.0,2,418,890.34,0
14241.0,1,146,213.70000000000002,0
14242.0,2,123,280.55,0
14243.0,10,1221,2588.77,0
14245.0,2,976,1693.45,0
14246.0,3,804,1474.06,0
14247.0,1,47,136.76999999999998,0
14248.0,1,102,302.58,0
14250.0,3,1200,1904.05,0
14251.0,5,1674,2879.7000000000003,0
14256.0,2,414,969.0600000000001,0
14257.0,5,1682,3099.7200000000003,0
14258.0,9,7100,12669.98,2
14259.0,1,68,120.0,0
14261.0,2,406,1163.45,0
14262.0,8,1645,2618.23,0
14264.0,2,70,333.97,0
14265.0,2,330,530.18,0
14267.0,3,530,1516.24,0
14270.0,1,197,492.65000000000003,0
14271.0,1,88,112.32,0
14272.0,2,599,437.96,0
14273.0,4,264,559.97,0
14276.0,3,744,1119.74,0
14277.0,3,1984,4216.2,0
14280.0,1,52,134.04,0
14282.0,15,2668,3729.34,2
14284.0,2,161,595.25,0
14285.0,4,541,1910.01,0
14286.0,3,4338,4628.75,0
14287.0,3,261,176.63,0
14288.0,1,188,426.6,0
14289.0,6,292,911.26,0
14290.0,5,915,2314.65,0
14291.0,11,2749,3883.25,0
14292.0,9,1663,4871.93,0
14293.0,4,709,1046.56,0
14295.0,1,84,166.20000000000002,0
14297.0,4,865,1305.33,0
14298.0,44,58343,51527.3,1
14299.0,9,2149,3965.62,0
14300.0,1,32,43.2,0
14301.0,1,606,640.14,0
14304.0,1,139,383.45,0
14305.0,3,1089,1858.96,0
14306.0,2,1075,2093.32,0
14307.0,6,2058,2995.72,0
14309.0,9,1633,2352.53,0
14311.0,1,146,310.26,0
14312.0,6,1012,1611.59,0
14314.0,1,296,120.0,0
14315.0,6,1021,2481.13,0
14317.0,1,255,508.58000000000004,0
14320.0,2,325,477.79,0
14321.0,5,2406,1530.75,0
14323.0,2,350,605.0600000000001,0
14326.0,1,103,183.85,0
14327.0,1,139,311.65,0
14329.0,7,3095,5014.84,0
14331.0,2,252,462.65999999999997,0
14332.0,3,481,866.31,0
14333.0,1,58,415.2,0
14334.0,8,1731,2552.21,0
14335.0,2,379,468.26,0
14336.0,4,1759,1614.91,0
14338.0,2,335,588.22,0
14339.0,1,168,309.52,0
14340.0,1,58,134.7,0
14341.0,8,1403,2182.28,0
14342.0,4,347,668.5600000000001,0
14344.0,8,477,889.9300000000001,0
14345.0,1,50,108.97999999999999,0
14346.0,2,605,1021.58,0
14348.0,1,183,409.57,0
14349.0,1,86,133.5,0
14350.0,1,183,282.93,0
14351.0,1,12,51.0,0
14352.0,4,538,1078.96,0
14353.0,1,64,90.6,0
14354.0,2,210,163.62,0
14355.0,1,92,174.4,0
14356.0,2,277,701.23,0
14357.0,1,148,225.77,0
14359.0,3,371,912.18,0
14360.0,4,1151,2128.23,0
14362.0,1,100,161.2,0
14364.0,8,1967,3717.35,0
14367.0,16,4438,9261.52,2
14368.0,1,36,155.0,0
14371.0,1,34,100.5,0
14373.0,1,17,76.55,0
14375.0,1,194,257.68,0
14377.0,2,219,617.05,0
14379.0,2,292,348.1,0
14381.0,1,146,202.68,0
14382.0,1,1237,626.0699999999999,0
14383.0,3,817,1247.69,0
14385.0,3,159,202.11,0
14386.0,1,54,142.4,0
14387.0,3,819,1770.56,0
14388.0,8,1941,3212.84,0
14389.0,2,729,1043.46,0
14390.0,9,2136,4652.82,0
14393.0,1,13,67.95,0
14395.0,9,1693,3507.71,0
14396.0,2,225,487.99,0
14397.0,19,1890,2612.96,2
14400.0,1,454,574.7,0
14401.0,13,4507,4051.48,2
14403.0,4,519,1475.81,0
14404.0,6,839,1474.32,0
14406.0,1,77,156.75,0
14407.0,6,1415,2157.73,0
14408.0,7,1616,2606.53,0
14409.0,6,1230,2059.4500000000003,0
14410.0,9,571,1105.07,0
14411.0,1,196,1063.0,0
14412.0,2,786,770.03,0
14413.0,1,68,122.7,0
14414.0,7,2512,1496.98,0
14415.0,13,3011,5900.28,2
14416.0,2,326,490.22,0
14418.0,3,1711,1937.25,0
14419.0,6,487,1058.06,0
14420.0,1,334,387.52,0
14421.0,2,365,813.11,0
14422.0,6,2906,4263.64,0
14423.0,1,120,265.2,0
14424.0,1,48,322.08,0
14426.0,10,2699,4481.67,0
14427.0,2,228,363.34000000000003,0
14428.0,5,436,1244.83,0
14431.0,1,130,470.36,0
14432.0,6,2070,2255.51,0
14434.0,6,368,1372.8,0
14436.0,1,129,89.06,0
14437.0,1,60,63.0,0
14438.0,1,82,131.9,0
14439.0,1,526,2661.24,0
14440.0,5,588,2357.6800000000003,0
14441.0,4,446,1712.89,0
14442.0,2,482,1589.82,0
14443.0,4,938,1420.2,0
14446.0,4,933,1039.58,0
14447.0,5,571,1163.23,0
14448.0,2,104,375.35,0
14449.0,4,757,907.1,0
14450.0,3,241,483.25,0
14451.0,2,389,662.59,0
14452.0,2,119,264.44,0
14453.0,1,49,119.93,0
14456.0,9,2908,3062.4,0
14457.0,1,88,113.64,0
14459.0,1,760,1837.92,0
14460.0,3,881,434.34,0
14461.0,3,766,2103.06,0
14462.0,11,964,2004.02,0
14463.0,3,179,529.62,0
14465.0,3,405,1058.6200000000001,0
14466.0,7,1006,2272.4,0
14467.0,4,278,598.76,0
14470.0,2,193,461.19,0
14472.0,8,1160,1936.84,0
14473.0,2,88,234.34000000000003,0
14474.0,1,140,547.66,0
14475.0,3,447,925.85,0
14476.0,1,132,215.7,0
14477.0,4,720,1309.6,0
14479.0,2,117,316.25,0
14480.0,1,143,279.05,0
14481.0,2,489,636.51,0
14482.0,6,1646,2068.15,0
14483.0,1,97,137.1,0
14484.0,1,210,321.92,0
14485.0,1,71,165.75,0
14487.0,6,735,1196.33,0
14488.0,1,799,1064.28,0
14489.0,1,299,463.38,0
14491.0,2,139,340.93,0
14493.0,5,1285,2383.2400000000002,0
14494.0,1,92,139.56,0
14495.0,2,62,123.8,0
14496.0,2,159,538.8100000000001,0
14497.0,1,235,475.37,0
14498.0,5,1098,1957.32,0
14499.0,3,501,815.32,0
14500.0,3,117,356.85,0
14501.0,2,161,251.21,0
14502.0,11,1498,2470.67,0
14503.0,6,2004,3543.26,0
14504.0,4,308,673.26,0
14505.0,8,2759,5905.64,0
14506.0,5,730,2012.17,0
14507.0,6,600,1383.18,0
14508.0,2,131,276.42,0
14511.0,5,784,1314.81,0
14512.0,2,122,275.28,0
14513.0,3,361,455.59000000000003,0
14514.0,3,589,1055.35,0
14515.0,6,1134,2102.09,0
14517.0,2,91,330.45,0
14518.0,1,278,174.37,0
14520.0,2,146,270.6,0
14522.0,4,525,974.54,0
14523.0,1,251,241.09,0
14524.0,9,676,1867.68,0
14525.0,9,2696,4332.2,0
14527.0,55,2089,8508.82,2
14528.0,1,278,364.21999999999997,0
14529.0,3,348,620.04,0
14530.0,6,1410,2925.91,0
14532.0,4,284,932.85,0
14533.0,7,4019,1949.72,0
14534.0,18,2047,4447.05,2
14535.0,3,1831,2864.19,0
14536.0,1,40,171.8,0
14537.0,1,120,355.56,0
14538.0,2,155,388.25,0
14539.0,2,428,537.48,0
14540.0,3,421,996.26,0
14541.0,8,647,1461.65,0
14542.0,1,19,103.25,0
14543.0,16,679,3630.33,2
14544.0,2,1543,2024.45,0
14546.0,5,1317,2578.09,0
14547.0,8,2668,4007.54,0
14548.0,2,256,652.8,0
14549.0,1,136,289.24,0
14550.0,2,394,765.62,0
14551.0,2,106,186.23,0
14552.0,1,91,165.07,0
14553.0,5,493,859.27,0
14554.0,4,1478,2381.04,0
14555.0,2,130,324.14,0
14557.0,1,510,788.38,0
14560.0,22,1260,2237.77,2
14561.0,3,1014,1080.76,0
14562.0,18,1834,5074.77,2
14565.0,4,1540,3099.12,0
14566.0,1,800,1432.0,0
14567.0,2,412,1530.3600000000001,0
14569.0,1,79,227.39,0
14570.0,2,95,218.06,0
14572.0,7,1428,2832.84,0
14573.0,9,544,1653.42,0
14576.0,1,12,35.400000000000006,0
14577.0,4,353,859.71,0
14578.0,1,240,168.63,0
14581.0,1,217,138.6,0
14582.0,1,73,114.11,0
14583.0,5,792,1052.55,0
14584.0,4,383,1042.26,0
14585.0,1,91,157.05,0
14586.0,1,444,237.36,0
14587.0,9,761,1601.14,0
14589.0,1,5,39.75,0
14591.0,4,1297,1447.14,0
14592.0,3,415,570.46,0
14593.0,3,332,617.99,0
14594.0,2,185,379.83,0
14595.0,6,978,1740.6,0
14597.0,2,577,883.15,0
14598.0,1,189,221.97,0
14600.0,1,125,393.33000000000004,0
14601.0,1,168,213.96,0
14603.0,1,400,660.0,0
14606.0,93,6224,12156.65,2
14607.0,14,11766,16569.5,2
14608.0,4,437,1785.15,0
14609.0,4,7026,601.56,0
14616.0,3,104,406.08000000000004,0
14618.0,3,264,553.44,0
14619.0,1,152,394.44,0
14620.0,2,214,412.78000000000003,0
14621.0,5,993,1788.3600000000001,0
14622.0,1,146,320.58000000000004,0
14623.0,5,419,889.25,0
14624.0,2,162,225.85,0
14625.0,2,335,899.63,0
14626.0,4,1403,2791.27,0
14628.0,2,272,671.96,0
14629.0,2,380,959.01,0
14631.0,3,622,1006.98,0
14632.0,1,96,114.56,0
14633.0,1,96,344.90000000000003,0
14636.0,2,241,609.85,0
14638.0,1,166,443.6,0
14639.0,6,1431,2984.49,0
14640.0,6,886,2125.08,0
14641.0,1,90,110.46,0
14642.0,1,76,96.12,0
14643.0,2,815,693.8100000000001,0
14644.0,2,258,830.76,0
14645.0,2,381,597.09,0
14646.0,73,196915,280206.02,1
14647.0,1,95,243.22,0
14649.0,4,1018,1417.29,0
14651.0,2,344,654.6,0
14652.0,1,53,114.18,0
14653.0,7,950,1947.55,0
14655.0,4,1089,1932.23,0
14656.0,2,120,291.05,0
14657.0,4,466,848.22,0
14658.0,2,47,247.15,0
14659.0,9,1195,2529.93,0
14660.0,2,228,285.74,0
14661.0,1,35,107.95,0
14662.0,4,602,771.17,0
14664.0,2,466,637.89,0
14665.0,5,740,1835.7,0
14666.0,1,161,195.25,0
14667.0,25,5385,9241.2,2
14669.0,3,775,1269.99,0
14670.0,2,337,411.53,0
14672.0,2,454,765.55,0
14673.0,5,1004,1736.4,0
14675.0,1,341,604.75,0
14676.0,6,2500,2548.2400000000002,0
14680.0,16,13476,28754.11,2
14681.0,3,76,498.95,0
14682.0,2,80,52.0,0
14684.0,5,853,1236.28,0
14687.0,1,470,628.38,0
14688.0,21,3621,5630.87,2
14689.0,1,76,112.8,0
14690.0,2,170,371.7,0
14691.0,5,707,2114.33,0
14692.0,4,265,591.55,0
14693.0,1,34,172.9,0
